multimodal_id,zone_name,hour,time_of_day_period,traffic_density,average_speed_kmh,accident_probability,pedestrian_risk,road_condition_score,noise_db,emergency_vehicle_present,incident_risk_score,traffic_impact_score,data_source
MM-REC-003518,Indiranagar 100ft Road,14,afternoon,0.951,7.4,0.382,0.531,0.9,89.1,1,50.7,75.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003519,Whitefield ITPL Main Gate,1,night,0.424,18.8,0.836,0.252,0.79,85.6,0,52.4,52.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003520,Whitefield ITPL Main Gate,22,night,0.388,18.3,0.528,0.782,0.69,83.5,0,52.2,50.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003521,Silk Board Junction,1,night,0.934,5.4,0.264,0.598,0.61,97.5,0,44.7,74.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003522,Silk Board Junction,20,evening_peak,0.841,7.9,0.398,0.284,0.66,96.9,0,41.0,68.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003523,Koramangala Sony World Jn,1,night,0.526,16.5,0.389,0.285,0.87,86.3,0,33.8,49.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003524,KR Puram Hanging Bridge,2,night,0.38,14.6,0.037,0.627,0.58,90.6,0,27.2,41.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003525,KR Puram Hanging Bridge,22,night,0.409,13.0,0.418,0.842,0.6,90.3,0,50.0,53.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003526,KR Puram Hanging Bridge,12,afternoon,0.903,5.5,0.324,0.28,0.7,94.6,0,38.1,71.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003527,Yeshwanthpur TTMC Circle,17,evening_peak,0.776,8.3,0.773,0.321,0.69,92.1,0,57.6,73.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003528,Yeshwanthpur TTMC Circle,3,night,0.214,19.3,0.722,0.32,0.71,85.3,0,46.6,41.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003529,Silk Board Junction,0,night,0.783,7.5,0.482,0.256,0.7,96.4,0,42.8,67.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003530,Hebbal Flyover,21,evening_peak,0.458,19.2,0.745,0.745,0.82,87.3,0,60.8,56.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003531,Electronic City Toll,2,night,0.505,26.2,0.644,0.635,0.82,85.9,0,54.2,49.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003532,Koramangala Sony World Jn,4,night,0.656,12.2,0.392,0.292,0.78,87.9,0,37.0,57.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003533,Marathahalli Bridge,17,evening_peak,0.678,11.4,0.284,0.276,0.62,93.3,0,33.6,57.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003534,Electronic City Toll,5,night,0.656,21.8,0.228,0.834,0.94,87.8,0,41.6,52.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003535,Hebbal Flyover,13,afternoon,0.374,23.8,0.301,0.187,0.83,86.0,0,25.5,35.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003536,Silk Board Junction,21,evening_peak,0.234,12.5,0.768,0.592,0.73,90.4,0,55.6,51.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003537,Electronic City Toll,15,afternoon,0.958,10.1,0.334,0.266,0.88,90.1,0,37.2,70.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003538,Marathahalli Bridge,21,evening_peak,0.621,13.3,0.928,0.668,0.76,89.9,0,70.2,70.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003539,Marathahalli Bridge,14,afternoon,0.83,9.3,0.364,0.349,0.72,93.7,0,40.4,67.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003540,Marathahalli Bridge,18,evening_peak,0.871,6.9,0.606,0.305,0.74,93.6,0,50.6,74.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003541,Yeshwanthpur TTMC Circle,21,evening_peak,0.298,21.4,0.84,0.12,0.79,87.1,0,47.4,43.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003542,Whitefield ITPL Main Gate,19,evening_peak,0.853,9.1,0.786,0.493,0.76,90.8,0,62.9,77.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003543,Silk Board Junction,10,morning_peak,0.232,15.5,0.192,0.819,0.7,89.8,0,35.6,39.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003544,Indiranagar 100ft Road,16,afternoon,0.765,11.7,0.923,0.272,0.75,87.4,0,62.3,73.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003545,Whitefield ITPL Main Gate,15,afternoon,0.327,21.8,0.364,0.605,0.78,81.6,0,38.6,40.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003546,Outer Ring Road Sarjapur Jn,10,morning_peak,0.264,16.3,0.078,0.87,0.64,88.7,0,32.8,38.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003547,MG Road Brigade Jn,3,night,0.273,19.6,0.325,0.453,0.87,84.9,1,36.3,37.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003548,MG Road Brigade Jn,7,night,0.486,19.1,0.352,0.241,0.9,87.6,0,30.2,44.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003549,KR Puram Hanging Bridge,2,night,0.393,12.5,0.182,0.461,0.69,89.3,0,28.7,44.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003550,Indiranagar 100ft Road,15,afternoon,0.442,21.9,0.589,0.11,0.8,85.3,0,37.9,44.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003551,Silk Board Junction,3,night,0.685,8.6,0.908,0.759,0.63,97.3,0,73.8,76.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003552,Bellandur EcoSpace,6,night,0.759,7.8,0.119,0.133,0.63,97.1,0,23.8,58.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003553,KR Puram Hanging Bridge,9,morning_peak,0.754,9.1,0.127,0.848,0.6,92.6,0,42.2,64.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003554,KR Puram Hanging Bridge,19,evening_peak,0.308,15.1,0.122,0.079,0.65,90.2,0,15.6,34.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003555,MG Road Brigade Jn,18,evening_peak,0.49,16.0,0.53,0.149,0.85,88.1,0,36.4,49.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003556,KR Puram Hanging Bridge,19,evening_peak,0.822,6.7,0.219,0.883,0.67,93.8,0,47.6,71.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003557,Koramangala Sony World Jn,15,afternoon,0.964,6.1,0.952,0.47,0.87,91.5,1,75.3,87.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003558,Marathahalli Bridge,11,morning_peak,0.776,8.9,0.362,0.649,0.75,95.2,0,46.7,68.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003559,Outer Ring Road Sarjapur Jn,4,night,0.677,8.0,0.642,0.701,0.64,91.7,1,65.2,70.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003560,Whitefield ITPL Main Gate,14,afternoon,0.228,22.3,0.769,0.9,0.68,81.4,1,68.7,46.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003561,Koramangala Sony World Jn,18,evening_peak,0.923,7.1,0.343,0.3,0.74,92.8,0,39.4,71.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003562,Electronic City Toll,12,afternoon,0.451,29.7,0.783,0.271,0.98,82.4,0,49.0,44.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003563,Bellandur EcoSpace,23,night,0.322,12.0,0.387,0.287,0.66,92.2,1,37.8,44.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003564,MG Road Brigade Jn,19,evening_peak,0.52,14.9,0.851,0.682,0.92,88.7,0,63.9,63.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003565,Yeshwanthpur TTMC Circle,2,night,0.373,17.7,0.173,0.131,0.72,89.6,0,19.5,36.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003566,Bellandur EcoSpace,11,morning_peak,0.971,5.0,0.261,0.928,0.68,99.0,0,52.7,79.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003567,Bellandur EcoSpace,11,morning_peak,0.969,6.4,0.701,0.479,0.77,96.1,0,60.4,82.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003568,Bellandur EcoSpace,20,evening_peak,0.424,11.8,0.221,0.208,0.67,90.3,0,24.8,44.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003569,Electronic City Toll,14,afternoon,0.455,27.0,0.853,0.531,0.83,85.0,1,65.2,50.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003570,Koramangala Sony World Jn,20,evening_peak,0.806,7.9,0.285,0.943,0.73,89.8,0,51.2,71.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003571,MG Road Brigade Jn,10,morning_peak,0.396,17.0,0.872,0.916,0.92,88.2,0,68.9,59.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003572,Bellandur EcoSpace,8,morning_peak,0.687,8.8,0.22,0.337,0.66,96.0,0,32.0,58.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003573,Hebbal Flyover,21,evening_peak,0.292,25.2,0.748,0.939,0.75,85.8,0,64.0,47.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003574,Hebbal Flyover,11,morning_peak,0.319,25.8,0.036,0.287,0.75,85.3,0,16.1,27.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003575,Outer Ring Road Sarjapur Jn,15,afternoon,0.349,13.6,0.119,0.648,0.64,88.3,0,30.4,42.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003576,Koramangala Sony World Jn,15,afternoon,0.529,13.6,0.379,0.052,0.88,87.5,0,27.5,49.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003577,Whitefield ITPL Main Gate,3,night,0.355,18.9,0.281,0.761,0.72,82.6,0,39.8,43.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003578,MG Road Brigade Jn,7,night,0.298,20.2,0.223,0.064,0.81,88.3,0,18.0,31.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003579,KR Puram Hanging Bridge,22,night,0.482,11.3,0.627,0.355,0.64,89.9,0,47.9,56.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003580,MG Road Brigade Jn,9,morning_peak,0.495,16.5,0.641,0.323,0.8,89.6,0,46.3,53.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003581,Outer Ring Road Sarjapur Jn,19,evening_peak,0.6,10.7,0.554,0.281,0.74,93.0,0,43.6,59.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003582,Silk Board Junction,1,night,0.649,7.5,0.037,0.642,0.64,94.9,0,31.0,57.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003583,Whitefield ITPL Main Gate,13,afternoon,0.802,10.7,0.906,0.272,0.83,89.5,0,61.3,74.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003584,Silk Board Junction,10,morning_peak,0.403,12.2,0.537,0.623,0.64,93.9,0,49.4,53.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003585,Whitefield ITPL Main Gate,16,afternoon,0.86,11.7,0.378,0.071,0.73,88.5,0,34.4,63.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003586,Outer Ring Road Sarjapur Jn,20,evening_peak,0.944,6.3,0.487,0.252,0.71,96.9,0,45.3,75.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003587,Silk Board Junction,16,afternoon,0.632,8.2,0.496,0.458,0.75,97.3,0,45.8,63.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003588,Koramangala Sony World Jn,0,night,0.628,12.2,0.703,0.382,0.83,89.2,0,52.3,63.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003589,Koramangala Sony World Jn,19,evening_peak,0.58,13.6,0.502,0.812,0.8,88.1,0,53.6,61.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003590,Indiranagar 100ft Road,12,afternoon,0.78,14.6,0.683,0.242,0.75,89.7,0,51.0,66.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003591,Marathahalli Bridge,8,morning_peak,0.284,20.0,0.229,0.265,0.7,85.5,0,24.2,33.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003592,Electronic City Toll,10,morning_peak,0.785,15.8,0.786,0.612,0.85,85.4,0,63.9,71.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003593,Koramangala Sony World Jn,20,evening_peak,0.306,20.2,0.83,0.655,0.84,85.8,0,59.9,50.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003594,MG Road Brigade Jn,23,night,0.576,15.5,0.341,0.594,1.0,91.0,0,38.8,54.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003595,Silk Board Junction,22,night,0.698,8.3,0.498,0.736,0.55,97.4,0,55.8,69.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003596,Hebbal Flyover,8,morning_peak,0.421,21.3,0.789,0.194,0.91,87.9,0,47.6,48.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003597,Electronic City Toll,23,night,0.494,28.7,0.454,0.466,0.86,85.5,0,40.9,42.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003598,Outer Ring Road Sarjapur Jn,20,evening_peak,0.599,10.9,0.099,0.553,0.6,94.1,0,31.3,53.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003599,Hebbal Flyover,5,night,0.474,20.3,0.045,0.491,0.83,89.5,0,23.1,39.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003600,Outer Ring Road Sarjapur Jn,20,evening_peak,0.479,10.4,0.652,0.568,0.7,91.1,0,53.7,60.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003601,Whitefield ITPL Main Gate,4,night,0.617,15.7,0.124,0.546,0.68,87.8,0,31.7,50.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003602,Silk Board Junction,17,evening_peak,0.234,13.1,0.687,0.59,0.62,91.7,0,53.0,49.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003603,Hebbal Flyover,22,night,0.712,13.0,0.764,0.176,0.88,92.0,0,50.7,65.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003604,Bellandur EcoSpace,1,night,0.711,8.9,0.159,0.494,0.63,94.4,0,33.9,59.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003605,Yeshwanthpur TTMC Circle,14,afternoon,0.21,22.8,0.862,0.134,0.74,84.8,0,47.9,39.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003606,Indiranagar 100ft Road,7,night,0.936,10.3,0.603,0.244,0.94,88.8,0,47.9,74.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003607,Whitefield ITPL Main Gate,20,evening_peak,0.939,7.2,0.018,0.761,0.65,91.8,0,37.4,70.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003608,KR Puram Hanging Bridge,22,night,0.39,14.5,0.106,0.099,0.51,92.1,0,18.0,37.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003609,Marathahalli Bridge,14,afternoon,0.75,10.3,0.03,0.304,0.6,92.4,0,24.2,55.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003610,Whitefield ITPL Main Gate,20,evening_peak,0.684,14.4,0.768,0.216,0.72,86.7,1,58.0,64.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003611,Electronic City Toll,14,afternoon,0.231,37.5,0.753,0.137,0.92,79.2,0,41.6,27.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003612,Whitefield ITPL Main Gate,12,afternoon,0.51,18.8,0.806,0.236,0.75,84.9,0,52.3,54.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003613,Hebbal Flyover,6,night,0.582,17.8,0.976,0.202,0.83,87.4,0,59.4,61.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003614,Koramangala Sony World Jn,19,evening_peak,0.719,11.5,0.813,0.82,0.84,90.9,0,69.5,74.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003615,KR Puram Hanging Bridge,20,evening_peak,0.547,11.2,0.627,0.802,0.5,90.2,0,61.5,64.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003616,Indiranagar 100ft Road,5,night,0.37,22.5,0.558,0.525,0.8,81.8,0,45.8,44.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003617,Hebbal Flyover,3,night,0.308,25.3,0.297,0.324,0.75,85.5,0,28.6,32.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003618,Outer Ring Road Sarjapur Jn,9,morning_peak,0.856,7.6,0.703,0.909,0.67,94.3,0,70.5,81.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003619,Whitefield ITPL Main Gate,4,night,0.383,18.7,0.269,0.932,0.83,86.0,0,42.9,46.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003620,MG Road Brigade Jn,11,morning_peak,0.495,16.6,0.471,0.169,0.92,90.2,0,33.6,48.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003621,Electronic City Toll,16,afternoon,0.236,35.9,0.756,0.483,0.97,81.3,0,49.9,32.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003622,Koramangala Sony World Jn,13,afternoon,0.516,16.4,0.717,0.344,0.86,85.4,0,50.0,56.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003623,MG Road Brigade Jn,1,night,0.72,11.7,0.683,0.792,0.91,90.2,0,62.2,71.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003624,Koramangala Sony World Jn,12,afternoon,0.779,9.2,0.691,0.212,0.71,88.5,0,51.0,70.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003625,Marathahalli Bridge,10,morning_peak,0.691,10.9,0.043,0.281,0.78,93.1,0,21.5,53.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003626,Bellandur EcoSpace,19,evening_peak,0.724,10.1,0.807,0.757,0.76,96.1,0,68.5,75.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003627,Marathahalli Bridge,17,evening_peak,0.215,20.4,0.958,0.242,0.76,85.0,0,54.8,44.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003628,Bellandur EcoSpace,11,morning_peak,0.228,15.1,0.674,0.908,0.76,89.2,0,58.9,50.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003629,Bellandur EcoSpace,15,afternoon,0.646,8.6,0.644,0.943,0.76,95.8,0,64.6,71.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003630,MG Road Brigade Jn,11,morning_peak,0.927,6.0,0.284,0.914,0.89,95.8,0,50.6,77.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003631,Outer Ring Road Sarjapur Jn,12,afternoon,0.582,10.7,0.138,0.057,0.57,93.2,0,20.7,48.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003632,Silk Board Junction,0,night,0.397,11.3,0.215,0.835,0.56,92.1,0,40.9,50.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003633,Marathahalli Bridge,9,morning_peak,0.695,9.5,0.217,0.614,0.73,90.4,0,38.2,61.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003634,Bellandur EcoSpace,17,evening_peak,0.859,6.7,0.389,0.306,0.58,97.9,0,42.2,70.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003635,Outer Ring Road Sarjapur Jn,6,night,0.681,8.0,0.602,0.087,0.62,92.1,0,43.3,64.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003636,Outer Ring Road Sarjapur Jn,16,afternoon,0.543,11.3,0.136,0.167,0.65,93.0,0,21.9,47.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003637,Hebbal Flyover,15,afternoon,0.774,12.5,0.497,0.216,0.88,90.0,0,40.6,63.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003638,Hebbal Flyover,17,evening_peak,0.286,23.3,0.399,0.183,0.78,84.2,1,34.0,33.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003639,KR Puram Hanging Bridge,1,night,0.229,16.5,0.186,0.056,0.53,87.8,0,17.9,31.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003640,Indiranagar 100ft Road,1,night,0.346,25.3,0.383,0.895,0.91,81.6,0,45.7,41.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003641,Silk Board Junction,22,night,0.606,9.4,0.459,0.425,0.59,96.8,0,44.5,60.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003642,Koramangala Sony World Jn,16,afternoon,0.854,8.8,0.896,0.884,0.85,91.5,0,76.7,84.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003643,Indiranagar 100ft Road,2,night,0.323,23.6,0.341,0.24,0.86,80.9,0,27.6,34.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003644,Koramangala Sony World Jn,0,night,0.286,20.5,0.537,0.725,0.84,84.7,0,48.2,44.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003645,Silk Board Junction,8,morning_peak,0.242,14.3,0.675,0.196,0.63,90.0,0,42.6,44.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003646,KR Puram Hanging Bridge,21,evening_peak,0.735,7.4,0.662,0.116,0.66,94.2,1,52.1,68.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003647,Hebbal Flyover,0,night,0.53,19.2,0.362,0.707,0.77,87.8,0,44.2,51.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003648,Koramangala Sony World Jn,5,night,0.688,13.5,0.886,0.91,0.76,90.9,0,75.3,74.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003649,Outer Ring Road Sarjapur Jn,21,evening_peak,0.903,6.0,0.132,0.844,0.69,96.5,0,43.7,72.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003650,MG Road Brigade Jn,5,night,0.754,12.1,0.317,0.62,0.96,93.3,0,41.5,63.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003651,MG Road Brigade Jn,8,morning_peak,0.208,23.5,0.907,0.817,0.86,84.0,1,70.8,47.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003652,Indiranagar 100ft Road,0,night,0.284,24.2,0.702,0.629,0.92,82.2,0,52.4,43.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003653,Indiranagar 100ft Road,6,night,0.876,9.5,0.214,0.87,0.93,90.7,0,45.2,70.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003654,Indiranagar 100ft Road,5,night,0.965,7.1,0.53,0.688,0.76,88.8,0,57.9,80.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003655,Electronic City Toll,11,morning_peak,0.396,29.4,0.801,0.226,0.97,83.3,0,47.9,42.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003656,Whitefield ITPL Main Gate,14,afternoon,0.215,22.8,0.117,0.719,0.81,80.5,0,28.4,31.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003657,MG Road Brigade Jn,9,morning_peak,0.948,6.9,0.85,0.36,0.92,95.9,1,67.3,83.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003658,Silk Board Junction,3,night,0.534,9.1,0.667,0.788,0.71,96.0,1,65.6,65.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003659,Marathahalli Bridge,6,night,0.775,9.0,0.505,0.503,0.69,95.0,0,50.0,69.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003660,Bellandur EcoSpace,5,night,0.581,9.7,0.403,0.617,0.62,95.5,0,46.1,60.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003661,Whitefield ITPL Main Gate,4,night,0.834,10.8,0.062,0.428,0.7,91.1,0,29.0,60.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003662,Silk Board Junction,2,night,0.503,10.4,0.301,0.313,0.64,94.2,0,32.5,51.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003663,Marathahalli Bridge,15,afternoon,0.448,13.5,0.056,0.397,0.71,90.2,0,22.1,42.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003664,Bellandur EcoSpace,14,afternoon,0.535,10.3,0.137,0.398,0.62,92.7,0,27.9,50.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003665,KR Puram Hanging Bridge,10,morning_peak,0.633,9.6,0.197,0.145,0.62,93.8,0,25.8,53.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003666,Bellandur EcoSpace,5,night,0.921,5.0,0.331,0.302,0.75,97.1,0,38.8,72.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003667,MG Road Brigade Jn,4,night,0.399,19.2,0.732,0.62,0.97,89.3,0,54.7,52.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003668,Yeshwanthpur TTMC Circle,2,night,0.246,20.1,0.514,0.181,0.76,86.0,0,33.7,36.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003669,Silk Board Junction,20,evening_peak,0.484,13.0,0.233,0.214,0.67,95.4,0,26.4,46.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003670,Koramangala Sony World Jn,12,afternoon,0.445,19.0,0.116,0.469,0.84,85.3,0,25.2,40.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003671,Indiranagar 100ft Road,18,evening_peak,0.567,16.4,0.892,0.435,0.79,86.5,0,61.6,62.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003672,Whitefield ITPL Main Gate,9,morning_peak,0.723,13.4,0.401,0.175,0.76,87.7,0,35.7,58.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003673,Electronic City Toll,2,night,0.844,15.6,0.095,0.789,0.93,87.2,0,37.4,61.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003674,Koramangala Sony World Jn,5,night,0.248,21.1,0.303,0.286,0.87,85.4,0,25.8,33.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003675,Silk Board Junction,8,morning_peak,0.841,5.0,0.694,0.44,0.64,100.1,0,58.4,78.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003676,Whitefield ITPL Main Gate,5,night,0.891,8.6,0.419,0.95,0.84,91.4,0,57.6,77.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003677,KR Puram Hanging Bridge,14,afternoon,0.696,8.2,0.304,0.426,0.52,93.2,1,44.6,62.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003678,Whitefield ITPL Main Gate,15,afternoon,0.592,17.4,0.263,0.806,0.68,85.3,0,44.1,54.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003679,Bellandur EcoSpace,0,night,0.685,7.0,0.395,0.355,0.67,96.1,0,40.2,63.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-003680,KR Puram Hanging Bridge,22,night,0.204,16.9,0.279,0.135,0.55,87.8,0,23.5,32.4,SYNTHETIC MULTIMODAL SIMULATION
