message_id,sender_vehicle_id,sender_type,receiver_vehicle_id,distance_m,sender_speed_kmh,receiver_speed_kmh,relative_speed_kmh,acceleration_mps2,deceleration_mps2,heading_difference_deg,braking_status,communication_mode,latency_ms,packet_loss_rate,signal_strength_dbm,hazard_type,time_to_collision_sec,collision_probability,warning_required,v2v_risk_level,data_source
V2V-MSG-002844,VEH-050,BUS,VEH-254,324.5,69.9,57.4,12.5,-1.64,1.64,43.8,LIGHT_BRAKING,C-V2V,51.86,0.02,-65.9,NORMAL_DRIVING,93.46,0.058,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002845,VEH-103,SUV,VEH-181,807.5,55.5,40.3,15.2,-2.02,2.02,12.6,LIGHT_BRAKING,C-V2V,33.73,0.009,-83.6,NORMAL_DRIVING,99.0,0.046,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002846,VEH-072,AMBULANCE,VEH-218,1127.7,66.5,68.4,-1.9,-1.22,1.22,3.5,LIGHT_BRAKING,C-V2V,47.81,0.019,-96.8,NORMAL_DRIVING,99.0,0.035,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002847,VEH-003,TRUCK,VEH-285,164.2,48.2,26.1,22.1,1.34,0.0,15.0,NORMAL,DSRC,2.75,0.022,-69.7,NORMAL_DRIVING,26.75,0.025,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002848,VEH-147,CAR,VEH-229,216.9,33.3,8.8,24.5,-11.83,11.83,24.8,CRASH_STOP,C-V2V,48.77,0.02,-68.5,ACCIDENT,31.87,0.973,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002849,VEH-018,CAR,VEH-273,41.2,27.3,18.9,8.4,1.96,0.0,22.1,NORMAL,DSRC,6.28,0.006,-48.2,NORMAL_DRIVING,17.66,0.095,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002850,VEH-062,MOTORBIKE,VEH-212,62.0,23.2,12.7,10.5,-2.11,2.11,27.5,LIGHT_BRAKING,DSRC,6.45,0.006,-48.5,HAZARD,21.26,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002851,VEH-122,SUV,VEH-177,726.8,77.5,73.6,3.9,-0.96,0.96,12.8,LIGHT_BRAKING,C-V2V,50.82,0.028,-78.4,NORMAL_DRIVING,99.0,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002852,VEH-007,MOTORBIKE,VEH-269,960.5,73.9,75.3,-1.4,-1.38,1.38,8.3,LIGHT_BRAKING,C-V2V,46.82,0.019,-91.9,NORMAL_DRIVING,99.0,0.037,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002853,VEH-043,AMBULANCE,VEH-276,408.8,72.8,49.0,23.8,2.12,0.0,15.4,NORMAL,C-V2V,41.97,0.026,-74.9,NORMAL_DRIVING,61.84,0.034,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002854,VEH-134,TRUCK,VEH-174,435.8,52.7,62.6,-9.9,-5.51,5.51,14.4,HARD_BRAKING,C-V2V,35.33,0.025,-71.4,SUDDEN_BRAKING,99.0,0.056,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002855,VEH-140,TRUCK,VEH-295,800.1,77.5,62.7,14.8,-1.01,1.01,47.6,LIGHT_BRAKING,C-V2V,63.33,0.02,-86.5,NORMAL_DRIVING,99.0,0.128,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002856,VEH-060,AMBULANCE,VEH-174,232.2,62.5,45.8,16.7,-7.62,7.62,42.0,HARD_BRAKING,DSRC,5.29,0.042,-83.0,SUDDEN_BRAKING,50.06,0.119,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002857,AMB-07,AMBULANCE,VEH-264,1146.1,67.4,54.2,13.2,2.35,0.0,48.8,NORMAL,C-V2V,52.99,0.024,-96.1,NORMAL_DRIVING,99.0,0.089,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002858,VEH-031,CAR,VEH-251,867.5,17.9,24.9,-7.0,1.21,0.0,49.4,NORMAL,C-V2V,61.97,0.01,-89.7,NORMAL_DRIVING,99.0,0.103,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002859,VEH-087,TRUCK,VEH-167,27.7,80.8,99.8,-19.0,-0.32,0.32,39.6,LIGHT_BRAKING,DSRC,6.45,0.012,-43.5,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002860,VEH-064,BUS,VEH-191,168.5,59.7,67.3,-7.6,-1.09,1.09,31.3,LIGHT_BRAKING,DSRC,3.14,0.027,-68.0,HAZARD,99.0,0.114,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002861,VEH-005,TRUCK,VEH-199,91.7,62.4,55.8,6.6,-1.07,1.07,36.9,LIGHT_BRAKING,DSRC,4.51,0.008,-55.3,EMERGENCY_VEHICLE,50.02,0.12,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002862,VEH-041,MOTORBIKE,VEH-189,186.5,77.9,88.6,-10.7,1.08,0.0,27.6,NORMAL,DSRC,5.17,0.026,-74.9,HAZARD,99.0,0.13,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002863,VEH-122,SUV,VEH-197,116.1,53.2,49.6,3.6,-1.41,1.41,22.3,LIGHT_BRAKING,DSRC,7.17,0.021,-58.8,EMERGENCY_VEHICLE,99.0,0.062,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002864,VEH-085,AMBULANCE,VEH-252,115.8,63.8,41.2,22.6,-1.68,1.68,26.3,LIGHT_BRAKING,C-V2V,22.56,0.005,-63.9,NORMAL_DRIVING,18.45,0.052,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002865,VEH-014,TRUCK,VEH-281,123.0,29.8,14.5,15.3,1.47,0.0,37.6,NORMAL,C-V2V,37.31,0.035,-62.2,NORMAL_DRIVING,28.94,0.031,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002866,VEH-037,TRUCK,VEH-294,1107.4,78.3,91.2,-12.9,-8.39,8.39,12.0,HARD_BRAKING,C-V2V,46.57,0.021,-95.2,SUDDEN_BRAKING,99.0,0.124,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002867,VEH-132,BUS,VEH-276,37.0,60.7,74.9,-14.2,-1.22,1.22,9.9,LIGHT_BRAKING,C-V2V,33.36,0.006,-61.4,NORMAL_DRIVING,99.0,0.038,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002868,VEH-149,AMBULANCE,VEH-188,448.7,41.2,34.3,6.9,-2.1,2.1,24.4,LIGHT_BRAKING,C-V2V,62.35,0.015,-72.5,NORMAL_DRIVING,99.0,0.074,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002869,VEH-067,TRUCK,VEH-263,671.2,70.0,74.9,-4.9,-2.07,2.07,3.0,LIGHT_BRAKING,C-V2V,44.37,0.019,-80.2,NORMAL_DRIVING,99.0,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002870,AMB-07,AMBULANCE,VEH-255,233.9,41.2,56.8,-15.6,0.28,0.0,1.0,NORMAL,DSRC,8.33,0.038,-80.4,EMERGENCY_VEHICLE,99.0,0.045,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002871,VEH-067,SUV,VEH-214,187.0,58.6,35.4,23.2,2.48,0.0,51.1,NORMAL,DSRC,4.94,0.029,-74.7,NORMAL_DRIVING,29.02,0.049,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002872,VEH-082,CAR,VEH-264,178.6,74.7,83.0,-8.3,0.01,0.0,20.9,NORMAL,DSRC,2.43,0.021,-70.4,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002873,VEH-014,TRUCK,VEH-282,114.0,67.7,71.9,-4.2,-13.3,13.3,11.9,CRASH_STOP,DSRC,6.62,0.014,-61.2,ACCIDENT,99.0,0.972,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002874,VEH-002,MOTORBIKE,VEH-277,193.0,21.0,0.6,20.4,-7.56,7.56,32.6,HARD_BRAKING,DSRC,3.68,0.029,-72.9,SUDDEN_BRAKING,34.06,0.09,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002875,VEH-039,AMBULANCE,VEH-241,285.2,16.1,5.9,10.2,-11.55,11.55,26.1,CRASH_STOP,DSRC,4.73,0.047,-89.6,ACCIDENT,99.0,0.924,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002876,VEH-011,TRUCK,VEH-161,901.7,51.1,42.7,8.4,1.61,0.0,16.7,NORMAL,C-V2V,43.9,0.016,-88.6,NORMAL_DRIVING,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002877,VEH-120,BUS,VEH-159,153.1,62.7,66.2,-3.5,-0.89,0.89,12.9,LIGHT_BRAKING,DSRC,8.37,0.019,-66.1,HAZARD,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002878,VEH-133,MOTORBIKE,VEH-185,120.3,76.8,58.4,18.4,-2.04,2.04,78.0,LIGHT_BRAKING,DSRC,5.47,0.023,-63.3,NORMAL_DRIVING,23.54,0.048,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002879,VEH-033,CAR,VEH-213,189.1,82.3,82.8,-0.5,-0.16,0.16,19.5,LIGHT_BRAKING,DSRC,4.38,0.024,-74.5,PEDESTRIAN_CONFLICT,99.0,0.066,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002880,VEH-115,TRUCK,VEH-157,161.3,44.5,41.9,2.6,-6.31,6.31,6.8,HARD_BRAKING,DSRC,4.22,0.018,-68.2,SUDDEN_BRAKING,99.0,0.052,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002881,VEH-072,SUV,VEH-189,16.1,77.6,87.2,-9.6,-9.05,9.05,2.6,HARD_BRAKING,DSRC,6.28,0.005,-40.5,SUDDEN_BRAKING,99.0,0.859,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002882,VEH-147,AMBULANCE,VEH-292,281.6,43.5,55.2,-11.7,-9.21,9.21,18.8,HARD_BRAKING,C-V2V,57.57,0.014,-66.7,SUDDEN_BRAKING,99.0,0.047,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002883,VEH-118,AMBULANCE,VEH-158,72.9,33.4,33.5,-0.1,1.25,0.0,14.1,NORMAL,DSRC,6.32,0.005,-52.3,NORMAL_DRIVING,99.0,0.15,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002884,VEH-079,MOTORBIKE,VEH-275,224.7,83.3,74.7,8.6,1.78,0.0,15.2,NORMAL,DSRC,5.14,0.036,-81.1,NORMAL_DRIVING,94.06,0.111,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002885,VEH-125,BUS,VEH-251,42.6,51.8,61.9,-10.1,-0.41,0.41,5.0,LIGHT_BRAKING,C-V2V,36.72,0.025,-63.5,NORMAL_DRIVING,99.0,0.119,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002886,VEH-009,MOTORBIKE,VEH-225,530.5,62.6,57.4,5.2,1.97,0.0,0.5,NORMAL,C-V2V,43.92,0.025,-79.6,NORMAL_DRIVING,99.0,0.102,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002887,VEH-073,BUS,VEH-221,11.0,29.9,23.2,6.7,-1.16,1.16,43.6,LIGHT_BRAKING,DSRC,3.61,0.015,-40.0,PEDESTRIAN_CONFLICT,5.91,0.462,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002888,VEH-146,AMBULANCE,VEH-215,207.5,80.2,85.1,-4.9,-1.34,1.34,10.9,LIGHT_BRAKING,DSRC,3.7,0.034,-74.9,NORMAL_DRIVING,99.0,0.041,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002889,VEH-086,SUV,VEH-154,250.1,37.5,44.3,-6.8,-2.47,2.47,24.2,LIGHT_BRAKING,C-V2V,50.54,0.012,-68.9,NORMAL_DRIVING,99.0,0.082,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002890,VEH-066,TRUCK,VEH-214,256.9,33.6,45.1,-11.5,-0.44,0.44,0.9,LIGHT_BRAKING,DSRC,7.2,0.041,-85.2,PEDESTRIAN_CONFLICT,99.0,0.148,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002891,VEH-078,TRUCK,VEH-178,212.2,56.8,63.5,-6.7,0.54,0.0,14.9,NORMAL,DSRC,8.44,0.031,-79.5,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002892,VEH-078,SUV,VEH-216,203.5,32.9,16.8,16.1,-1.4,1.4,5.1,LIGHT_BRAKING,DSRC,8.09,0.025,-76.0,NORMAL_DRIVING,45.5,0.069,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002893,VEH-103,MOTORBIKE,VEH-260,7.7,77.0,85.7,-8.7,-0.57,0.57,37.2,LIGHT_BRAKING,DSRC,6.23,0.005,-44.0,HAZARD,99.0,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002894,VEH-073,BUS,VEH-274,48.4,30.8,47.8,-17.0,1.64,0.0,11.7,NORMAL,DSRC,5.69,0.014,-48.9,NORMAL_DRIVING,99.0,0.03,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002895,VEH-050,MOTORBIKE,VEH-274,976.1,63.9,67.6,-3.7,2.32,0.0,26.7,NORMAL,C-V2V,52.07,0.028,-86.4,PEDESTRIAN_CONFLICT,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002896,VEH-070,TRUCK,VEH-216,218.5,38.9,29.1,9.8,-8.99,8.99,35.8,HARD_BRAKING,DSRC,3.29,0.03,-81.3,SUDDEN_BRAKING,80.27,0.074,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002897,VEH-009,AMBULANCE,VEH-151,282.2,59.1,36.3,22.8,0.26,0.0,26.3,NORMAL,DSRC,3.52,0.058,-91.1,NORMAL_DRIVING,44.56,0.069,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002898,VEH-085,AMBULANCE,VEH-180,152.7,41.5,49.1,-7.6,1.73,0.0,21.6,NORMAL,DSRC,2.99,0.025,-67.7,NORMAL_DRIVING,99.0,0.03,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002899,VEH-093,MOTORBIKE,VEH-257,9.7,60.5,38.1,22.4,0.35,0.0,10.8,NORMAL,DSRC,5.25,0.006,-38.8,NORMAL_DRIVING,1.56,0.921,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002900,VEH-001,TRUCK,VEH-290,159.9,80.9,76.1,4.8,-0.81,0.81,28.2,LIGHT_BRAKING,DSRC,5.24,0.017,-68.3,NORMAL_DRIVING,99.0,0.098,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002901,VEH-068,BUS,VEH-176,684.3,18.5,4.8,13.7,0.59,0.0,4.4,NORMAL,C-V2V,35.49,0.009,-83.5,NORMAL_DRIVING,99.0,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002902,VEH-073,MOTORBIKE,VEH-236,131.5,73.7,86.1,-12.4,-0.18,0.18,47.5,LIGHT_BRAKING,DSRC,2.21,0.014,-65.5,NORMAL_DRIVING,99.0,0.081,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002903,VEH-010,SUV,VEH-232,611.4,24.7,16.5,8.2,1.13,0.0,7.5,NORMAL,C-V2V,29.18,0.017,-76.9,HAZARD,99.0,0.129,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002904,VEH-078,CAR,VEH-246,279.7,65.9,68.2,-2.3,-1.94,1.94,42.1,LIGHT_BRAKING,DSRC,5.22,0.045,-88.2,NORMAL_DRIVING,99.0,0.045,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002905,VEH-082,TRUCK,VEH-259,110.2,32.5,17.6,14.9,-2.42,2.42,37.5,LIGHT_BRAKING,C-V2V,38.81,0.006,-61.1,NORMAL_DRIVING,26.63,0.068,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002906,VEH-019,BUS,VEH-215,141.8,36.3,22.5,13.8,-1.52,1.52,43.4,LIGHT_BRAKING,DSRC,3.36,0.018,-64.8,PEDESTRIAN_CONFLICT,36.99,0.072,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002907,VEH-033,BUS,VEH-258,61.3,52.3,31.3,21.0,-0.33,0.33,26.8,LIGHT_BRAKING,DSRC,7.89,0.016,-48.8,NORMAL_DRIVING,10.51,0.062,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002908,VEH-148,BUS,VEH-248,95.4,49.6,66.4,-16.8,-8.45,8.45,9.9,HARD_BRAKING,DSRC,3.28,0.011,-56.7,SUDDEN_BRAKING,99.0,0.134,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002909,VEH-129,CAR,VEH-289,1090.9,73.6,76.0,-2.4,-1.78,1.78,0.2,LIGHT_BRAKING,C-V2V,59.65,0.034,-92.5,NORMAL_DRIVING,99.0,0.05,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002910,VEH-060,AMBULANCE,VEH-258,172.1,63.2,80.6,-17.4,-0.79,0.79,34.1,LIGHT_BRAKING,DSRC,4.07,0.029,-72.2,HAZARD,99.0,0.03,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002911,VEH-011,MOTORBIKE,VEH-260,71.1,37.6,49.2,-11.6,-2.23,2.23,39.2,LIGHT_BRAKING,DSRC,8.25,0.01,-50.4,HAZARD,99.0,0.124,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002912,VEH-147,AMBULANCE,VEH-209,206.0,43.4,47.4,-4.0,1.07,0.0,18.7,NORMAL,DSRC,5.89,0.027,-78.4,NORMAL_DRIVING,99.0,0.076,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002913,VEH-024,CAR,VEH-236,298.8,32.8,19.4,13.4,1.09,0.0,18.2,NORMAL,C-V2V,63.6,0.026,-67.4,NORMAL_DRIVING,80.27,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002914,VEH-017,TRUCK,VEH-232,243.7,36.1,43.2,-7.1,-0.34,0.34,25.4,LIGHT_BRAKING,DSRC,3.09,0.035,-82.8,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002915,VEH-065,CAR,VEH-193,1144.6,64.6,82.9,-18.3,-1.66,1.66,33.7,LIGHT_BRAKING,C-V2V,36.32,0.026,-93.8,NORMAL_DRIVING,99.0,0.042,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002916,VEH-062,AMBULANCE,VEH-258,518.9,54.0,37.8,16.2,-1.01,1.01,23.3,LIGHT_BRAKING,C-V2V,27.23,0.02,-76.5,NORMAL_DRIVING,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002917,VEH-139,CAR,VEH-229,459.1,41.5,30.2,11.3,-0.06,0.06,75.4,LIGHT_BRAKING,C-V2V,48.75,0.034,-73.5,NORMAL_DRIVING,99.0,0.144,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002918,VEH-115,AMBULANCE,VEH-171,241.1,40.7,55.5,-14.8,-7.19,7.19,55.2,HARD_BRAKING,DSRC,6.54,0.041,-80.8,SUDDEN_BRAKING,99.0,0.036,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002919,VEH-063,BUS,VEH-277,358.8,80.7,97.5,-16.8,0.61,0.0,4.5,NORMAL,C-V2V,40.33,0.029,-74.2,HAZARD,99.0,0.06,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002920,VEH-149,BUS,VEH-159,110.9,60.4,57.7,2.7,0.41,0.0,22.9,NORMAL,DSRC,4.65,0.014,-57.9,NORMAL_DRIVING,99.0,0.045,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002921,VEH-133,MOTORBIKE,VEH-217,12.2,78.1,60.3,17.8,-6.72,6.72,20.0,HARD_BRAKING,DSRC,3.87,0.008,-40.5,SUDDEN_BRAKING,2.47,0.893,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-002922,VEH-135,MOTORBIKE,VEH-260,163.3,47.9,41.2,6.7,-1.12,1.12,10.4,LIGHT_BRAKING,DSRC,2.23,0.027,-68.6,NORMAL_DRIVING,87.74,0.042,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002923,VEH-070,AMBULANCE,VEH-284,878.3,23.5,22.7,0.8,0.34,0.0,63.6,NORMAL,C-V2V,40.35,0.007,-89.4,HAZARD,99.0,0.111,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002924,VEH-064,SUV,VEH-183,218.2,72.7,80.1,-7.4,-1.8,1.8,25.4,LIGHT_BRAKING,C-V2V,25.12,0.006,-65.5,NORMAL_DRIVING,99.0,0.106,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002925,VEH-064,CAR,VEH-163,190.2,28.7,25.3,3.4,-0.72,0.72,7.0,LIGHT_BRAKING,DSRC,2.54,0.026,-73.5,NORMAL_DRIVING,99.0,0.067,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002926,VEH-026,BUS,VEH-285,191.3,66.3,79.4,-13.1,0.09,0.0,11.0,NORMAL,DSRC,3.03,0.031,-72.8,NORMAL_DRIVING,99.0,0.133,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002927,VEH-119,AMBULANCE,VEH-165,289.7,47.7,54.6,-6.9,-9.28,9.28,5.8,HARD_BRAKING,DSRC,7.82,0.057,-89.5,SUDDEN_BRAKING,99.0,0.096,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002928,VEH-127,AMBULANCE,VEH-248,667.1,82.4,72.3,10.1,-2.28,2.28,19.0,LIGHT_BRAKING,C-V2V,22.57,0.023,-77.7,NORMAL_DRIVING,99.0,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002929,VEH-131,MOTORBIKE,VEH-187,81.1,15.5,15.7,-0.2,-1.16,1.16,16.0,LIGHT_BRAKING,DSRC,6.75,0.007,-54.7,NORMAL_DRIVING,99.0,0.065,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002930,VEH-049,AMBULANCE,VEH-277,802.0,56.5,66.9,-10.4,-8.96,8.96,45.9,HARD_BRAKING,C-V2V,50.77,0.015,-86.3,SUDDEN_BRAKING,99.0,0.059,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002931,VEH-150,CAR,VEH-225,10.4,41.3,45.4,-4.1,0.78,0.0,21.2,NORMAL,DSRC,6.46,0.002,-44.9,NORMAL_DRIVING,99.0,0.135,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002932,VEH-054,TRUCK,VEH-243,311.7,38.4,31.6,6.8,-8.2,8.2,4.6,HARD_BRAKING,C-V2V,23.47,0.009,-69.4,SUDDEN_BRAKING,99.0,0.034,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002933,AMB-07,AMBULANCE,VEH-186,262.6,22.3,2.7,19.6,-1.88,1.88,19.7,LIGHT_BRAKING,DSRC,7.24,0.043,-88.5,HAZARD,48.23,0.014,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002934,VEH-009,SUV,VEH-156,31.9,19.5,33.4,-13.9,-1.31,1.31,42.6,LIGHT_BRAKING,DSRC,6.57,0.015,-48.2,NORMAL_DRIVING,99.0,0.017,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002935,VEH-067,TRUCK,VEH-196,786.7,25.0,19.3,5.7,-1.91,1.91,19.8,LIGHT_BRAKING,C-V2V,35.51,0.015,-81.3,HAZARD,99.0,0.09,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002936,VEH-128,SUV,VEH-238,218.8,60.8,73.6,-12.8,-7.36,7.36,0.3,HARD_BRAKING,DSRC,3.44,0.036,-79.2,SUDDEN_BRAKING,99.0,0.067,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002937,VEH-080,CAR,VEH-258,121.1,43.4,51.7,-8.3,-1.23,1.23,9.7,LIGHT_BRAKING,C-V2V,30.92,0.01,-62.6,NORMAL_DRIVING,99.0,0.054,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002938,VEH-137,BUS,VEH-221,1029.5,69.9,53.9,16.0,-2.5,2.5,5.3,LIGHT_BRAKING,C-V2V,43.28,0.012,-93.7,EMERGENCY_VEHICLE,99.0,0.122,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002939,VEH-029,TRUCK,VEH-200,256.8,49.1,47.8,1.3,1.35,0.0,19.5,NORMAL,DSRC,3.67,0.039,-88.8,HAZARD,99.0,0.082,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002940,VEH-141,AMBULANCE,VEH-180,119.6,15.1,20.8,-5.7,-1.56,1.56,19.8,LIGHT_BRAKING,DSRC,4.56,0.014,-62.2,NORMAL_DRIVING,99.0,0.086,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002941,VEH-018,TRUCK,VEH-176,447.4,54.0,29.6,24.4,-1.38,1.38,13.5,LIGHT_BRAKING,C-V2V,26.9,0.009,-71.0,NORMAL_DRIVING,66.01,0.072,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002942,VEH-112,TRUCK,VEH-236,192.7,33.3,17.0,16.3,-0.3,0.3,27.0,LIGHT_BRAKING,DSRC,7.25,0.03,-74.0,NORMAL_DRIVING,42.56,0.051,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002943,VEH-089,AMBULANCE,VEH-237,160.5,24.5,36.7,-12.2,-7.55,7.55,9.8,HARD_BRAKING,DSRC,6.39,0.021,-66.1,SUDDEN_BRAKING,99.0,0.071,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-002944,VEH-148,MOTORBIKE,VEH-181,299.6,39.8,35.1,4.7,0.35,0.0,32.6,NORMAL,C-V2V,58.48,0.011,-65.6,PEDESTRIAN_CONFLICT,99.0,0.01,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002945,VEH-072,MOTORBIKE,VEH-169,229.9,66.6,58.2,8.4,-1.93,1.93,29.1,LIGHT_BRAKING,DSRC,2.27,0.043,-83.7,NORMAL_DRIVING,98.53,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002946,VEH-012,MOTORBIKE,VEH-271,118.8,69.3,71.7,-2.4,1.4,0.0,12.2,NORMAL,DSRC,3.52,0.016,-60.7,NORMAL_DRIVING,99.0,0.102,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-002947,VEH-084,BUS,VEH-180,902.5,42.3,42.4,-0.1,0.66,0.0,8.6,NORMAL,C-V2V,45.62,0.015,-84.0,NORMAL_DRIVING,99.0,0.029,0,SAFE,SYNTHETIC V2V TELEMETRY
