record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-001490,2026-03-12 10:46:00,10,BLR-MARATH-05,Marathahalli Bridge,5.88,51.0,48.5,3.42,8.63,2.14,0.74,0.86,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001491,2026-03-06 01:34:00,1,BLR-BELLAN-06,Bellandur EcoSpace,4.18,46.2,115.7,9.02,2.78,1.41,0.54,0.88,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001492,2026-02-24 05:17:00,5,BLR-KRPUR-03,KR Puram Hanging Bridge,7.23,25.1,89.3,12.81,5.6,1.45,0.74,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001493,2026-01-24 21:22:00,21,BLR-ECITY-02,Electronic City Toll,8.5,20.4,47.1,8.31,7.32,1.01,0.79,0.78,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001494,2026-02-14 09:14:00,9,BLR-MGROAD-11,MG Road Brigade Jn,10.3,24.5,37.2,5.47,9.93,1.53,0.45,0.87,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001495,2026-01-08 15:27:00,15,BLR-KRPUR-03,KR Puram Hanging Bridge,9.57,42.5,127.0,10.76,8.81,1.46,0.37,0.64,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001496,2026-03-12 08:58:00,8,BLR-ECITY-02,Electronic City Toll,10.7,40.2,89.8,8.04,7.77,2.1,0.74,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001497,2026-02-12 05:50:00,5,BLR-ECITY-02,Electronic City Toll,2.47,20.6,106.0,18.52,3.13,1.61,0.43,0.63,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001498,2026-01-05 01:53:00,1,BLR-MGROAD-11,MG Road Brigade Jn,5.46,46.4,108.1,8.39,9.01,1.57,0.53,0.95,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001499,2026-01-13 00:26:00,0,BLR-ECITY-02,Electronic City Toll,5.75,34.5,10.5,1.1,11.77,0.84,0.44,0.62,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001500,2026-01-09 15:43:00,15,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.59,54.0,54.2,3.61,10.71,0.95,0.65,0.81,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001501,2026-03-19 04:04:00,4,BLR-HEBBL-04,Hebbal Flyover,10.03,48.8,125.4,9.25,3.51,0.71,0.66,0.71,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001502,2026-01-29 09:20:00,9,BLR-HEBBL-04,Hebbal Flyover,8.35,84.4,75.5,3.22,9.68,1.91,0.72,0.73,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001503,2026-01-27 23:29:00,23,BLR-MGROAD-11,MG Road Brigade Jn,3.06,58.6,25.1,1.54,11.66,1.38,0.65,0.69,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001504,2026-02-04 12:04:00,12,BLR-HEBBL-04,Hebbal Flyover,8.85,71.3,8.8,0.44,11.31,1.37,0.49,0.61,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001505,2026-01-24 11:18:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,10.24,77.0,67.3,3.15,9.69,0.7,0.69,0.45,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001506,2026-03-16 03:18:00,3,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.27,82.8,127.7,5.55,3.43,1.42,0.79,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001507,2026-01-05 18:00:00,18,BLR-KRPUR-03,KR Puram Hanging Bridge,7.93,74.1,88.7,4.31,11.77,0.77,0.73,0.6,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001508,2026-02-11 22:43:00,22,BLR-YESHW-12,Yeshwanthpur TTMC Circle,3.93,49.4,47.5,3.46,3.94,1.75,0.7,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001509,2026-02-16 15:59:00,15,BLR-KRPUR-03,KR Puram Hanging Bridge,4.43,41.4,111.0,9.65,8.92,1.75,0.41,0.91,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001510,2026-03-02 09:56:00,9,BLR-KORAM-09,Koramangala Sony World Jn,5.45,65.8,53.5,2.93,4.39,1.77,0.83,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001511,2026-02-13 11:48:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,10.05,31.1,100.0,11.58,6.89,1.01,0.79,0.69,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001512,2026-03-16 21:54:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,3.9,35.4,90.3,9.18,8.83,0.86,0.78,0.51,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001513,2026-03-01 17:29:00,17,BLR-MARATH-05,Marathahalli Bridge,4.09,78.6,30.6,1.4,3.98,1.96,0.54,0.38,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001514,2026-03-16 02:55:00,2,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.02,75.3,110.4,5.28,2.77,0.77,0.48,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001515,2026-01-19 20:39:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.49,24.9,112.2,16.22,3.58,2.05,0.7,0.34,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001516,2026-01-14 06:10:00,6,BLR-BELLAN-06,Bellandur EcoSpace,3.84,81.9,125.8,5.53,10.34,1.88,0.45,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001517,2026-02-05 21:56:00,21,BLR-ORR-08,Outer Ring Road Sarjapur Jn,11.43,67.6,43.9,2.34,9.88,2.12,0.58,0.24,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001518,2026-03-11 23:56:00,23,BLR-MGROAD-11,MG Road Brigade Jn,11.23,58.1,15.1,0.94,7.45,1.26,0.61,0.96,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001519,2026-01-03 15:24:00,15,BLR-ECITY-02,Electronic City Toll,9.66,82.8,113.5,4.93,7.42,2.14,0.57,0.45,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001520,2026-01-14 01:55:00,1,BLR-SILK-01,Silk Board Junction,4.25,35.0,64.2,6.6,10.19,1.09,0.44,0.33,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001521,2026-01-14 20:55:00,20,BLR-MARATH-05,Marathahalli Bridge,8.05,28.7,58.0,7.28,6.38,1.82,0.73,0.76,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001522,2026-01-24 14:36:00,14,BLR-MGROAD-11,MG Road Brigade Jn,4.24,71.4,62.2,3.14,5.36,1.71,0.75,0.22,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001523,2026-01-31 14:20:00,14,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.6,34.1,115.8,12.23,11.69,1.09,0.44,0.44,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001524,2026-01-31 02:36:00,2,BLR-KORAM-09,Koramangala Sony World Jn,3.43,64.2,135.3,7.59,3.25,1.81,0.39,0.42,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001525,2026-03-26 06:50:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,7.35,58.4,59.7,3.68,5.75,0.84,0.56,0.47,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001526,2026-02-07 14:13:00,14,BLR-ECITY-02,Electronic City Toll,8.19,80.1,66.0,2.97,5.85,1.76,0.75,0.64,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001527,2026-03-13 10:26:00,10,BLR-INDIRA-10,Indiranagar 100ft Road,8.96,69.8,28.5,1.47,7.6,1.65,0.73,0.82,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001528,2026-01-17 01:38:00,1,BLR-MGROAD-11,MG Road Brigade Jn,2.42,68.9,46.2,2.41,10.66,2.19,0.69,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001529,2026-02-06 10:57:00,10,BLR-ECITY-02,Electronic City Toll,3.31,68.6,15.8,0.83,9.88,1.81,0.52,0.55,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001530,2026-01-30 00:14:00,0,BLR-KRPUR-03,KR Puram Hanging Bridge,5.83,24.6,36.2,5.3,8.69,1.92,0.5,0.39,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001531,2026-02-17 22:34:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.29,43.8,103.3,8.49,9.67,2.12,0.47,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001532,2026-03-11 06:08:00,6,BLR-ECITY-02,Electronic City Toll,9.65,83.2,115.7,5.01,3.82,1.06,0.57,0.63,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001533,2026-01-18 00:00:00,0,BLR-KORAM-09,Koramangala Sony World Jn,6.96,74.7,27.2,1.31,4.38,1.63,0.82,0.53,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001534,2026-02-15 15:25:00,15,BLR-MARATH-05,Marathahalli Bridge,7.93,23.0,56.6,8.86,4.22,0.73,0.35,0.66,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001535,2026-01-21 16:16:00,16,BLR-HEBBL-04,Hebbal Flyover,7.46,30.3,137.4,16.32,4.94,0.74,0.38,0.73,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001536,2026-03-28 16:14:00,16,BLR-KRPUR-03,KR Puram Hanging Bridge,7.99,36.9,62.9,6.14,11.11,2.04,0.45,0.57,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001537,2026-01-06 07:44:00,7,BLR-KRPUR-03,KR Puram Hanging Bridge,8.9,64.3,55.6,3.11,8.61,2.03,0.37,0.69,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001538,2026-03-24 14:24:00,14,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.77,68.5,37.4,1.97,7.49,0.71,0.68,0.39,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001539,2026-03-13 02:22:00,2,BLR-KORAM-09,Koramangala Sony World Jn,2.34,39.5,68.5,6.24,8.87,2.11,0.43,0.63,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001540,2026-01-10 05:57:00,5,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.99,73.3,121.2,5.95,9.89,1.46,0.81,0.65,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001541,2026-03-12 07:07:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.38,30.1,20.1,2.4,5.32,1.32,0.58,0.51,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001542,2026-03-15 00:09:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.93,41.8,86.0,7.41,6.4,1.77,0.58,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001543,2026-02-11 09:49:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.11,82.5,18.9,0.82,5.56,1.63,0.44,0.48,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001544,2026-01-11 11:46:00,11,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.01,58.9,133.2,8.14,3.77,0.87,0.59,0.82,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001545,2026-02-04 11:54:00,11,BLR-HEBBL-04,Hebbal Flyover,4.39,43.9,129.7,10.64,9.35,1.12,0.39,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001546,2026-01-20 18:31:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.17,56.9,110.4,6.98,5.9,0.89,0.75,0.28,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001547,2026-02-12 03:23:00,3,BLR-SILK-01,Silk Board Junction,11.44,58.9,14.7,0.9,11.71,2.05,0.57,0.38,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001548,2026-02-01 21:56:00,21,BLR-ECITY-02,Electronic City Toll,2.97,71.1,50.5,2.56,9.65,1.88,0.67,0.41,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001549,2026-03-30 20:26:00,20,BLR-KORAM-09,Koramangala Sony World Jn,9.49,84.4,130.4,5.56,5.12,0.94,0.63,0.88,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001550,2026-01-04 14:38:00,14,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.87,80.9,49.8,2.22,5.73,1.23,0.81,0.23,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001551,2026-02-28 07:27:00,7,BLR-SILK-01,Silk Board Junction,3.13,74.8,57.6,2.77,3.91,1.15,0.74,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001552,2026-01-16 19:32:00,19,BLR-ECITY-02,Electronic City Toll,8.16,74.5,112.3,5.43,7.62,1.45,0.37,0.89,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001553,2026-01-10 08:32:00,8,BLR-HEBBL-04,Hebbal Flyover,9.34,58.9,56.1,3.43,6.56,2.07,0.61,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001554,2026-03-14 05:48:00,5,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.52,60.2,70.7,4.23,7.78,1.16,0.52,0.65,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001555,2026-01-25 01:07:00,1,BLR-KRPUR-03,KR Puram Hanging Bridge,10.33,79.4,107.9,4.89,11.68,0.75,0.45,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001556,2026-03-03 07:12:00,7,BLR-KORAM-09,Koramangala Sony World Jn,8.83,78.3,37.0,1.7,10.0,1.9,0.65,0.38,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001557,2026-01-01 19:14:00,19,BLR-KORAM-09,Koramangala Sony World Jn,8.46,64.6,13.6,0.76,3.26,2.14,0.49,0.27,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001558,2026-01-25 13:05:00,13,BLR-BELLAN-06,Bellandur EcoSpace,7.35,30.7,33.5,3.93,6.56,0.83,0.83,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001559,2026-02-20 02:51:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,10.49,64.5,85.7,4.78,5.13,0.96,0.78,0.21,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001560,2026-02-18 08:39:00,8,BLR-SILK-01,Silk Board Junction,5.07,71.9,73.8,3.7,7.54,1.61,0.43,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001561,2026-01-03 16:20:00,16,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.77,63.4,73.6,4.18,3.94,1.81,0.44,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001562,2026-03-17 19:38:00,19,BLR-BELLAN-06,Bellandur EcoSpace,2.84,31.0,84.2,9.78,11.1,1.36,0.41,0.83,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001563,2026-01-21 21:18:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.96,49.2,99.0,7.24,3.19,1.29,0.72,0.55,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001564,2026-03-28 03:05:00,3,BLR-SILK-01,Silk Board Junction,8.94,50.2,32.7,2.35,7.5,1.08,0.47,0.32,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001565,2026-03-19 08:32:00,8,BLR-SILK-01,Silk Board Junction,4.85,84.3,130.7,5.58,9.42,0.72,0.79,0.49,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001566,2026-01-05 15:43:00,15,BLR-MGROAD-11,MG Road Brigade Jn,2.67,61.7,126.4,7.38,8.49,1.61,0.78,0.48,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001567,2026-01-24 23:21:00,23,BLR-HEBBL-04,Hebbal Flyover,5.93,54.6,16.6,1.09,8.99,1.4,0.42,0.35,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001568,2026-01-07 14:39:00,14,BLR-BELLAN-06,Bellandur EcoSpace,9.21,24.1,119.4,17.84,6.18,1.24,0.48,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001569,2026-02-17 22:00:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,11.38,49.3,80.0,5.84,6.35,0.84,0.84,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001570,2026-02-20 12:28:00,12,BLR-KRPUR-03,KR Puram Hanging Bridge,3.39,76.8,78.1,3.66,5.82,1.44,0.77,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001571,2026-02-02 12:47:00,12,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.25,43.0,59.1,4.95,4.59,1.38,0.45,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001572,2026-02-27 03:36:00,3,BLR-ECITY-02,Electronic City Toll,8.29,33.9,32.7,3.47,5.04,1.33,0.69,0.35,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001573,2026-01-25 08:12:00,8,BLR-SILK-01,Silk Board Junction,5.17,50.2,36.4,2.61,10.0,2.05,0.56,0.2,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001574,2026-03-11 01:44:00,1,BLR-MARATH-05,Marathahalli Bridge,4.51,84.0,93.3,4.0,5.96,1.04,0.73,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001575,2026-02-09 13:24:00,13,BLR-HEBBL-04,Hebbal Flyover,7.49,62.9,114.0,6.52,6.31,1.23,0.41,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001576,2026-01-22 21:25:00,21,BLR-KRPUR-03,KR Puram Hanging Bridge,7.34,34.1,103.7,10.95,4.55,0.87,0.55,0.38,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001577,2026-02-09 17:05:00,17,BLR-BELLAN-06,Bellandur EcoSpace,10.57,74.7,114.5,5.52,3.1,1.69,0.45,0.45,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001578,2026-02-25 21:11:00,21,BLR-MARATH-05,Marathahalli Bridge,5.58,73.2,116.2,5.71,7.66,2.15,0.8,0.66,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001579,2026-01-29 11:23:00,11,BLR-SILK-01,Silk Board Junction,2.64,22.4,68.2,10.96,3.71,0.99,0.82,0.4,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001580,2026-01-23 11:44:00,11,BLR-WFIELD-07,Whitefield ITPL Main Gate,11.16,37.2,90.8,8.79,2.85,2.17,0.79,0.34,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001581,2026-03-02 02:10:00,2,BLR-HEBBL-04,Hebbal Flyover,2.3,52.5,98.9,6.78,11.98,2.19,0.52,0.39,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001582,2026-03-26 18:46:00,18,BLR-MGROAD-11,MG Road Brigade Jn,10.26,64.1,104.3,5.86,5.03,1.84,0.78,0.32,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001583,2026-03-17 13:45:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,8.97,67.3,139.4,7.46,7.37,1.83,0.74,0.25,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001584,2026-01-27 06:16:00,6,BLR-INDIRA-10,Indiranagar 100ft Road,9.05,64.2,56.3,3.16,3.61,1.25,0.59,0.26,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001585,2026-01-14 12:35:00,12,BLR-KRPUR-03,KR Puram Hanging Bridge,5.58,65.5,127.8,7.02,5.35,1.4,0.45,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001586,2026-03-13 20:02:00,20,BLR-KRPUR-03,KR Puram Hanging Bridge,7.99,46.3,110.4,8.58,2.79,0.75,0.66,0.61,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001587,2026-03-13 10:33:00,10,BLR-SILK-01,Silk Board Junction,2.12,23.4,126.4,19.45,3.25,1.24,0.71,0.65,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001588,2026-02-17 15:44:00,15,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.17,46.8,67.4,5.18,10.47,1.22,0.49,0.41,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001589,2026-02-21 23:29:00,23,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.15,37.8,89.9,8.56,7.48,1.37,0.43,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001590,2026-02-27 18:01:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,4.52,25.3,71.9,10.23,2.84,2.15,0.83,0.77,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001591,2026-02-22 18:15:00,18,BLR-MARATH-05,Marathahalli Bridge,6.42,31.8,89.7,10.15,4.15,1.49,0.53,0.72,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001592,2026-01-20 23:43:00,23,BLR-ECITY-02,Electronic City Toll,7.84,79.8,131.0,5.91,9.92,1.79,0.56,0.69,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001593,2026-01-06 12:10:00,12,BLR-ECITY-02,Electronic City Toll,3.21,52.1,17.7,1.22,11.81,1.74,0.58,0.34,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001594,2026-02-23 14:51:00,14,BLR-INDIRA-10,Indiranagar 100ft Road,3.29,37.6,48.8,4.67,10.16,2.05,0.37,0.32,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001595,2026-01-23 18:30:00,18,BLR-BELLAN-06,Bellandur EcoSpace,2.64,50.8,127.6,9.04,4.97,1.3,0.69,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001596,2026-02-28 09:54:00,9,BLR-ECITY-02,Electronic City Toll,6.13,58.5,96.7,5.95,3.3,1.18,0.66,0.33,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001597,2026-02-11 06:40:00,6,BLR-SILK-01,Silk Board Junction,8.04,80.6,51.3,2.29,10.2,1.13,0.55,0.66,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001598,2026-02-22 11:16:00,11,BLR-ECITY-02,Electronic City Toll,6.94,76.1,94.5,4.47,7.66,1.68,0.7,0.34,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001599,2026-03-08 08:56:00,8,BLR-KRPUR-03,KR Puram Hanging Bridge,2.08,24.8,97.6,14.17,5.02,1.01,0.5,0.44,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001600,2026-01-25 07:38:00,7,BLR-ORR-08,Outer Ring Road Sarjapur Jn,9.99,28.8,47.5,5.94,2.79,2.15,0.74,0.47,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001601,2026-02-14 22:13:00,22,BLR-KRPUR-03,KR Puram Hanging Bridge,2.18,28.7,16.3,2.04,3.86,1.09,0.72,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001602,2026-01-11 23:07:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,8.03,64.4,83.9,4.69,5.11,0.88,0.5,0.2,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001603,2026-01-24 09:51:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,7.89,50.2,123.2,8.84,5.53,1.08,0.55,0.48,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001604,2026-01-16 21:16:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.65,77.3,26.3,1.22,5.42,1.98,0.41,0.28,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001605,2026-03-04 12:17:00,12,BLR-SILK-01,Silk Board Junction,9.17,75.3,20.1,0.96,4.15,1.55,0.63,0.54,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001606,2026-02-03 15:18:00,15,BLR-ORR-08,Outer Ring Road Sarjapur Jn,4.0,32.2,43.3,4.84,4.58,2.03,0.6,0.26,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001607,2026-02-19 17:35:00,17,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.32,72.0,48.5,2.42,6.82,0.96,0.79,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001608,2026-02-10 05:21:00,5,BLR-ECITY-02,Electronic City Toll,5.97,61.8,118.4,6.9,5.32,0.98,0.48,0.76,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001609,2026-03-09 03:59:00,3,BLR-BELLAN-06,Bellandur EcoSpace,7.34,40.5,47.6,4.23,9.76,1.45,0.54,0.23,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001610,2026-01-11 06:35:00,6,BLR-KORAM-09,Koramangala Sony World Jn,8.96,39.7,93.5,8.48,9.06,2.01,0.48,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001611,2026-02-25 19:20:00,19,BLR-INDIRA-10,Indiranagar 100ft Road,2.39,85.0,94.7,4.01,8.22,1.67,0.67,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001612,2026-02-28 08:11:00,8,BLR-KRPUR-03,KR Puram Hanging Bridge,4.82,45.0,126.5,10.12,10.93,1.69,0.69,0.97,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001613,2026-03-26 04:04:00,4,BLR-SILK-01,Silk Board Junction,11.38,39.7,47.5,4.31,6.03,1.25,0.8,0.31,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-001614,2026-01-11 23:01:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.37,82.5,126.1,5.5,2.8,1.32,0.84,0.3,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001615,2026-02-28 06:25:00,6,BLR-SILK-01,Silk Board Junction,8.56,25.1,130.4,18.7,8.26,1.58,0.73,0.91,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-001616,2026-03-25 05:55:00,5,BLR-SILK-01,Silk Board Junction,9.99,64.3,88.5,4.95,9.17,1.78,0.39,0.31,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
